Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Rating
DR9368,17.106,Low Fat,0.109504,Breakfast,202.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,1025.86,4.7
NC8752,4.66,Non-Edible,0.082726,Breakfast,225.49,OUT045,2002,,Tier 2,Supermarket Type1,1615.76,3.3
NC3479,18.082,Non-Edible,0.155446,Breakfast,114.9,OUT049,1999,Medium,Tier 1,Supermarket Type1,1865.97,3.7
FD2747,8.671,Low Fat,0.0,Breakfast,214.89,OUT013,1987,High,Tier 3,Supermarket Type1,1897.17,4.9
NC3544,13.903,Non-Edible,0.0,Seafood,202.69,OUT049,1999,Medium,Tier 1,Supermarket Type1,1144.64,3.4
NC4553,7.872,Non-Edible,0.167301,Baking Goods,205.07,OUT017,2007,,Tier 2,Supermarket Type1,2591.38,4.7
DR7572,21.292,Low Fat,0.106515,Breakfast,230.53,OUT018,2009,Medium,Tier 3,Supermarket Type2,1692.64,4.9
DR6885,19.111,reg,0.063071,Canned,125.67,OUT045,2002,,Tier 2,Supermarket Type1,150.37,1.8
FD9716,12.248,reg,0.181911,Baking Goods,261.4,OUT018,2009,Medium,Tier 3,Supermarket Type2,2457.11,4.0
NC3653,5.287,Non-Edible,0.047358,Hard Drinks,191.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,339.97,3.3
FD7781,11.899,reg,0.153037,Household,105.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,1239.01,3.9
FD3791,11.818,low fat,0.113697,Fruits and Vegetables,69.6,OUT013,1987,High,Tier 3,Supermarket Type1,496.13,3.5
DR3039,19.629,low fat,0.0,Soft Drinks,233.94,OUT046,1997,Small,Tier 1,Supermarket Type1,994.48,4.8
FD4773,7.411,reg,0.051727,Soft Drinks,248.2,OUT013,1987,High,Tier 3,Supermarket Type1,1347.8,4.5
DR4021,,Regular,0.0,Hard Drinks,98.48,OUT013,1987,High,Tier 3,Supermarket Type1,1571.0,4.4
DR8776,20.837,LF,0.037575,Frozen Foods,127.63,OUT019,1985,Small,Tier 1,Grocery Store,132.01,4.2
NC1357,20.924,Non-Edible,0.142003,Breakfast,115.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,228.78,2.7
FD1341,17.279,reg,0.100064,Frozen Foods,104.95,OUT046,1997,Small,Tier 1,Supermarket Type1,984.65,4.8
DR9470,14.953,Regular,0.023618,Starchy Foods,42.67,OUT013,1987,High,Tier 3,Supermarket Type1,141.35,3.5
DR8552,17.549,LF,0.174673,Baking Goods,137.59,OUT035,2004,Small,Tier 2,Supermarket Type1,1278.83,4.4
FD8087,19.43,low fat,0.124829,Seafood,221.58,OUT018,2009,Medium,Tier 3,Supermarket Type2,1991.54,4.5
DR1436,14.212,Low Fat,0.018429,Canned,104.97,OUT019,1985,Small,Tier 1,Grocery Store,302.5,3.3
NC1254,7.026,Non-Edible,0.015571,Soft Drinks,257.77,OUT010,1998,Small,Tier 3,Grocery Store,70.57,4.6
NC5780,13.252,Non-Edible,0.055925,Household,214.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,1793.41,3.5
DR3387,19.235,reg,0.171181,Meat,78.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,504.12,4.9
NC6723,15.164,Non-Edible,0.013213,Hard Drinks,236.55,OUT019,1985,Small,Tier 1,Grocery Store,84.84,4.0
DR4321,17.715,Low Fat,0.186736,Soft Drinks,200.62,OUT010,1998,Small,Tier 3,Grocery Store,426.65,1.5
FD2972,14.508,reg,0.117224,Breakfast,164.7,OUT017,2007,,Tier 2,Supermarket Type1,1496.07,3.7
DR7254,15.406,low fat,0.020773,Hard Drinks,192.96,OUT010,1998,Small,Tier 3,Grocery Store,44.15,3.6
FD1598,16.101,reg,0.127879,Dairy,108.09,OUT018,2009,Medium,Tier 3,Supermarket Type2,202.87,3.0
NC4731,20.575,Non-Edible,0.086324,Baking Goods,265.64,OUT013,1987,High,Tier 3,Supermarket Type1,2823.08,3.8
NC7395,10.955,Non-Edible,0.022721,Household,139.08,OUT045,2002,,Tier 2,Supermarket Type1,395.09,4.9
NC3372,6.564,Non-Edible,0.063062,Fruits and Vegetables,189.94,OUT045,2002,,Tier 2,Supermarket Type1,1326.7,5.0
NC9069,9.381,Non-Edible,0.066366,Starchy Foods,49.78,OUT017,2007,,Tier 2,Supermarket Type1,747.07,3.6
NC3372,6.564,Non-Edible,0.075781,Fruits and Vegetables,189.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.2,4.5
FD8182,15.793,Regular,0.006238,Breads,41.19,OUT013,1987,High,Tier 3,Supermarket Type1,533.62,4.1
NC6520,18.862,Non-Edible,0.060848,Starchy Foods,37.32,OUT027,1985,Medium,Tier 3,Supermarket Type3,399.28,4.0
NC1044,11.809,Non-Edible,0.028649,Breads,257.5,OUT045,2002,,Tier 2,Supermarket Type1,547.2,3.8
NC9898,16.178,Non-Edible,0.027102,Soft Drinks,95.11,OUT035,2004,Small,Tier 2,Supermarket Type1,1004.61,4.9
NC5661,18.522,Non-Edible,0.084275,Health and Hygiene,197.25,OUT046,1997,Small,Tier 1,Supermarket Type1,1434.68,4.4
FD3828,15.601,Regular,0.051461,Breads,67.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,623.39,4.1
NC1142,19.216,Non-Edible,0.039108,Seafood,85.1,OUT013,1987,High,Tier 3,Supermarket Type1,1263.45,4.2
FD4686,,Regular,0.060414,Hard Drinks,191.6,OUT013,1987,High,Tier 3,Supermarket Type1,2890.05,4.2
NC6373,14.784,Non-Edible,0.093027,Starchy Foods,186.86,OUT019,1985,Small,Tier 1,Grocery Store,185.05,4.7
FD2960,8.667,LF,0.097933,Fruits and Vegetables,181.53,OUT017,2007,,Tier 2,Supermarket Type1,2084.64,4.5
FD4710,8.855,LF,0.173424,Health and Hygiene,134.41,OUT017,2007,,Tier 2,Supermarket Type1,308.78,4.2
DR7226,9.533,low fat,0.097336,Canned,77.65,OUT027,1985,Medium,Tier 3,Supermarket Type3,124.89,2.4
DR2231,6.081,LF,0.039899,Seafood,78.54,OUT019,1985,Small,Tier 1,Grocery Store,143.48,3.3
DR2312,7.545,reg,0.128596,Starchy Foods,169.08,OUT019,1985,Small,Tier 1,Grocery Store,94.47,4.0
NC3581,6.544,Non-Edible,0.141125,Health and Hygiene,209.77,OUT013,1987,High,Tier 3,Supermarket Type1,1863.7,4.1
DR8772,20.514,reg,0.118421,Breakfast,133.0,OUT017,2007,,Tier 2,Supermarket Type1,780.41,4.0
DR6881,17.998,Regular,0.049462,Household,228.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,2636.31,3.3
DR7621,,LF,0.025872,Fruits and Vegetables,86.98,OUT017,2007,,Tier 2,Supermarket Type1,767.36,4.2
FD6072,,low fat,0.116019,Frozen Foods,154.34,OUT013,1987,High,Tier 3,Supermarket Type1,1777.58,4.6
NC2961,13.718,Non-Edible,0.083116,Baking Goods,71.42,OUT046,1997,Small,Tier 1,Supermarket Type1,891.44,4.7
NC1357,20.924,Non-Edible,0.0,Breakfast,115.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,613.67,4.3
DR8554,17.643,low fat,0.127551,Household,70.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,120.41,4.0
DR1570,16.431,reg,0.184655,Seafood,259.12,OUT017,2007,,Tier 2,Supermarket Type1,1435.19,4.1
DR2728,10.551,low fat,0.107328,Fruits and Vegetables,156.6,OUT046,1997,Small,Tier 1,Supermarket Type1,1156.23,2.0
DR6440,15.358,Regular,0.111738,Snack Foods,77.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,571.46,1.1
DR9981,17.007,Low Fat,0.0,Seafood,221.45,OUT049,1999,Medium,Tier 1,Supermarket Type1,257.76,3.0
DR1082,,reg,0.0,Snack Foods,129.7,OUT045,2002,,Tier 2,Supermarket Type1,559.16,4.9
FD1852,13.022,LF,0.106827,Soft Drinks,239.36,OUT035,2004,Small,Tier 2,Supermarket Type1,3871.63,3.3
DR1086,11.824,reg,0.181772,Household,142.77,OUT010,1998,Small,Tier 3,Grocery Store,469.77,4.1
NC6984,8.181,Non-Edible,0.008998,Seafood,138.53,OUT018,2009,Medium,Tier 3,Supermarket Type2,1164.5,4.8
NC6184,9.242,Non-Edible,0.118872,Frozen Foods,175.0,OUT046,1997,Small,Tier 1,Supermarket Type1,1765.1,4.4
DR7697,6.573,LF,0.112508,Meat,51.49,OUT010,1998,Small,Tier 3,Grocery Store,123.1,4.1
FD1598,16.101,reg,0.060723,Dairy,108.09,OUT035,2004,Small,Tier 2,Supermarket Type1,577.83,4.9
NC7912,6.936,Non-Edible,0.007903,Starchy Foods,136.31,OUT010,1998,Small,Tier 3,Grocery Store,164.79,1.7
FD6811,5.891,low fat,0.029753,Health and Hygiene,112.08,OUT019,1985,Small,Tier 1,Grocery Store,21.23,3.7
FD1870,10.771,low fat,0.131149,Baking Goods,155.87,OUT018,2009,Medium,Tier 3,Supermarket Type2,1716.46,2.4
NC3763,12.098,Non-Edible,0.152712,Breads,242.08,OUT013,1987,High,Tier 3,Supermarket Type1,1968.7,3.7
DR8312,,Regular,0.027424,Health and Hygiene,73.25,OUT010,1998,Small,Tier 3,Grocery Store,82.44,5.0
DR8614,,reg,0.069915,Hard Drinks,62.12,OUT019,1985,Small,Tier 1,Grocery Store,39.16,4.8
DR6092,16.844,Low Fat,0.167405,Health and Hygiene,65.64,OUT017,2007,,Tier 2,Supermarket Type1,79.16,3.5
DR2569,15.544,low fat,0.145336,Frozen Foods,206.7,OUT046,1997,Small,Tier 1,Supermarket Type1,2880.22,4.3
FD7538,11.647,LF,0.185732,Starchy Foods,203.08,OUT046,1997,Small,Tier 1,Supermarket Type1,925.4,4.5
FD6387,,Regular,0.0,Hard Drinks,225.99,OUT019,1985,Small,Tier 1,Grocery Store,286.18,4.2
DR8033,9.8,LF,0.052214,Snack Foods,178.97,OUT046,1997,Small,Tier 1,Supermarket Type1,1693.77,3.7
DR8776,,LF,0.183661,Frozen Foods,127.63,OUT045,2002,,Tier 2,Supermarket Type1,1432.11,3.2
NC6789,20.643,Non-Edible,0.150611,Hard Drinks,56.65,OUT027,1985,Medium,Tier 3,Supermarket Type3,315.71,4.4
NC1689,4.843,Non-Edible,0.079364,Health and Hygiene,159.52,OUT018,2009,Medium,Tier 3,Supermarket Type2,404.15,4.4
NC1256,21.029,Non-Edible,0.052408,Breakfast,159.09,OUT035,2004,Small,Tier 2,Supermarket Type1,1278.45,4.0
NC8188,6.157,Non-Edible,0.0,Baking Goods,230.18,OUT010,1998,Small,Tier 3,Grocery Store,108.16,4.5
DR6787,12.248,Low Fat,0.143006,Frozen Foods,94.51,OUT046,1997,Small,Tier 1,Supermarket Type1,545.88,4.9
FD3793,11.676,Low Fat,0.103973,Breads,159.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,1709.58,4.4
FD6991,15.483,LF,0.169777,Starchy Foods,155.34,OUT013,1987,High,Tier 3,Supermarket Type1,1668.1,3.0
DR6264,17.304,Regular,0.17751,Breakfast,260.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,869.42,4.7
FD6569,8.466,Low Fat,0.129807,Meat,175.14,OUT035,2004,Small,Tier 2,Supermarket Type1,2745.2,4.3
NC7665,15.403,Non-Edible,0.055239,Meat,118.33,OUT035,2004,Small,Tier 2,Supermarket Type1,1037.14,4.4
NC4261,17.82,Non-Edible,0.0,Frozen Foods,153.95,OUT046,1997,Small,Tier 1,Supermarket Type1,1679.18,4.7
NC6052,14.497,Non-Edible,0.123936,Breakfast,187.83,OUT018,2009,Medium,Tier 3,Supermarket Type2,475.14,4.0
DR5260,18.675,Regular,0.111778,Meat,263.61,OUT010,1998,Small,Tier 3,Grocery Store,902.71,4.2
FD3985,7.101,Low Fat,0.067794,Household,63.43,OUT046,1997,Small,Tier 1,Supermarket Type1,310.59,4.9
DR7254,15.406,low fat,0.010343,Hard Drinks,192.96,OUT017,2007,,Tier 2,Supermarket Type1,2909.66,3.1
DR4850,10.755,LF,0.13094,Breakfast,229.66,OUT045,2002,,Tier 2,Supermarket Type1,212.8,1.3
NC7722,17.908,Non-Edible,0.111282,Health and Hygiene,225.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,2513.43,2.9
FD7038,13.703,LF,0.11991,Household,95.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,701.32,4.9
NC7325,5.321,Non-Edible,0.118815,Hard Drinks,111.13,OUT017,2007,,Tier 2,Supermarket Type1,1831.58,1.3
FD6630,,Low Fat,0.145349,Household,90.96,OUT017,2007,,Tier 2,Supermarket Type1,408.41,3.5
NC5239,8.32,Non-Edible,0.173714,Breakfast,175.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,1252.39,4.1
NC3012,8.784,Non-Edible,0.08763,Seafood,127.75,OUT019,1985,Small,Tier 1,Grocery Store,24.46,3.9
FD7576,20.142,LF,0.0,Seafood,41.15,OUT013,1987,High,Tier 3,Supermarket Type1,495.13,4.2
NC1476,6.305,Non-Edible,0.059379,Health and Hygiene,129.61,OUT035,2004,Small,Tier 2,Supermarket Type1,1996.75,4.0
FD9479,13.24,Low Fat,0.044374,Breads,38.28,OUT049,1999,Medium,Tier 1,Supermarket Type1,689.69,4.5
DR6240,12.122,low fat,0.005154,Meat,135.13,OUT049,1999,Medium,Tier 1,Supermarket Type1,2153.84,3.7
DR2928,18.204,Low Fat,0.141817,Breads,171.0,OUT035,2004,Small,Tier 2,Supermarket Type1,1796.77,2.8
FD6731,18.612,Regular,0.0,Health and Hygiene,242.13,OUT046,1997,Small,Tier 1,Supermarket Type1,2844.3,3.8
FD9196,18.728,LF,0.031746,Breads,249.32,OUT013,1987,High,Tier 3,Supermarket Type1,799.39,4.4
DR4688,14.447,reg,0.136516,Hard Drinks,117.25,OUT010,1998,Small,Tier 3,Grocery Store,215.31,4.9
NC7493,9.708,Non-Edible,0.025062,Dairy,164.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,2216.62,4.8
NC8969,14.924,Non-Edible,0.025612,Seafood,55.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,306.77,3.9
DR7314,20.594,LF,0.171898,Canned,168.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,1488.52,4.1
NC8199,5.667,Non-Edible,0.051958,Fruits and Vegetables,51.43,OUT018,2009,Medium,Tier 3,Supermarket Type2,162.58,4.4
NC1243,10.142,Non-Edible,0.17013,Frozen Foods,259.11,OUT035,2004,Small,Tier 2,Supermarket Type1,2566.3,4.2
DR7160,8.449,LF,0.0,Breakfast,245.75,OUT046,1997,Small,Tier 1,Supermarket Type1,435.19,4.5
DR8370,5.258,low fat,0.117866,Snack Foods,44.52,OUT018,2009,Medium,Tier 3,Supermarket Type2,522.7,4.4
FD3510,11.41,Regular,0.062472,Dairy,230.68,OUT010,1998,Small,Tier 3,Grocery Store,99.88,2.3
NC5239,8.32,Non-Edible,0.168713,Breakfast,175.97,OUT035,2004,Small,Tier 2,Supermarket Type1,1314.36,4.1
FD6432,20.648,LF,0.159558,Health and Hygiene,49.18,OUT018,2009,Medium,Tier 3,Supermarket Type2,163.62,3.2
DR8321,20.971,low fat,0.059075,Dairy,145.36,OUT045,2002,,Tier 2,Supermarket Type1,2520.2,3.9
NC5846,16.527,Non-Edible,0.173885,Breakfast,204.21,OUT035,2004,Small,Tier 2,Supermarket Type1,1051.74,4.6
NC1871,10.622,Non-Edible,0.067575,Fruits and Vegetables,202.85,OUT046,1997,Small,Tier 1,Supermarket Type1,176.23,3.2
NC1243,10.142,Non-Edible,0.017349,Frozen Foods,259.11,OUT027,1985,Medium,Tier 3,Supermarket Type3,2785.24,4.1
DR9470,14.953,Regular,0.0,Starchy Foods,42.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,952.83,3.3
NC1018,11.351,Non-Edible,0.0,Meat,153.15,OUT045,2002,,Tier 2,Supermarket Type1,275.34,4.7
FD2842,,Regular,0.093828,Breakfast,40.35,OUT018,2009,Medium,Tier 3,Supermarket Type2,35.25,4.0
NC8563,11.023,Non-Edible,0.155611,Fruits and Vegetables,39.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,144.34,5.0
FD5617,19.086,Low Fat,0.179505,Hard Drinks,214.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,1904.93,3.8
NC7057,19.501,Non-Edible,0.173068,Baking Goods,178.14,OUT027,1985,Medium,Tier 3,Supermarket Type3,864.9,4.4
NC1252,14.112,Non-Edible,0.015749,Seafood,36.69,OUT049,1999,Medium,Tier 1,Supermarket Type1,44.33,4.4
NC7796,12.89,Non-Edible,0.083133,Household,79.15,OUT017,2007,,Tier 2,Supermarket Type1,822.69,4.0
DR4260,7.72,low fat,0.163802,Seafood,85.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,818.76,3.3
DR5189,7.066,Regular,0.02745,Snack Foods,81.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,352.17,3.6
FD9191,16.739,Low Fat,0.172609,Breads,116.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,292.31,3.0
FD8182,15.793,Regular,0.16289,Breads,41.19,OUT013,1987,High,Tier 3,Supermarket Type1,168.61,3.3
NC9287,17.219,Non-Edible,0.0,Soft Drinks,165.28,OUT013,1987,High,Tier 3,Supermarket Type1,1918.0,4.1
NC9296,16.644,Non-Edible,0.013818,Soft Drinks,261.76,OUT019,1985,Small,Tier 1,Grocery Store,414.75,3.7
FD5471,13.149,reg,0.017629,Frozen Foods,161.69,OUT019,1985,Small,Tier 1,Grocery Store,33.1,4.8
DR6179,,LF,0.013597,Dairy,77.95,OUT046,1997,Small,Tier 1,Supermarket Type1,138.83,4.0
FD1283,19.189,Regular,0.187901,Breads,119.85,OUT049,1999,Medium,Tier 1,Supermarket Type1,981.31,3.3
NC6723,15.164,Non-Edible,0.123308,Hard Drinks,236.55,OUT018,2009,Medium,Tier 3,Supermarket Type2,1189.63,4.1
NC3581,6.544,Non-Edible,0.13777,Health and Hygiene,209.77,OUT035,2004,Small,Tier 2,Supermarket Type1,3337.08,4.3
NC8746,8.583,Non-Edible,0.120116,Starchy Foods,133.89,OUT019,1985,Small,Tier 1,Grocery Store,233.11,3.0
FD8770,5.669,Low Fat,0.093347,Soft Drinks,56.63,OUT045,2002,,Tier 2,Supermarket Type1,804.9,4.4
FD1463,,Regular,0.174217,Meat,120.72,OUT046,1997,Small,Tier 1,Supermarket Type1,550.85,3.0
NC5239,8.32,Non-Edible,0.010989,Breakfast,175.97,OUT049,1999,Medium,Tier 1,Supermarket Type1,1712.63,3.4
NC3064,20.606,Non-Edible,0.057376,Seafood,255.9,OUT046,1997,Small,Tier 1,Supermarket Type1,3122.32,3.4
FD4686,,Regular,0.094917,Hard Drinks,191.6,OUT046,1997,Small,Tier 1,Supermarket Type1,2474.82,4.1
DR4386,18.827,LF,0.030017,Breakfast,94.76,OUT045,2002,,Tier 2,Supermarket Type1,433.32,4.1
FD9265,18.457,low fat,0.0515,Baking Goods,242.34,OUT019,1985,Small,Tier 1,Grocery Store,539.6,3.5
FD3072,19.961,LF,0.08135,Dairy,48.91,OUT010,1998,Small,Tier 3,Grocery Store,53.96,4.7
DR8428,12.227,low fat,0.0,Health and Hygiene,95.15,OUT027,1985,Medium,Tier 3,Supermarket Type3,2215.09,3.0
NC8461,19.724,Non-Edible,0.005681,Canned,152.66,OUT010,1998,Small,Tier 3,Grocery Store,610.05,4.2
DR9153,15.334,Low Fat,0.147108,Snack Foods,53.86,OUT035,2004,Small,Tier 2,Supermarket Type1,595.29,4.3
FD4988,,Low Fat,0.134777,Hard Drinks,116.77,OUT017,2007,,Tier 2,Supermarket Type1,1354.21,4.5
NC5590,15.488,Non-Edible,0.181245,Baking Goods,42.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,1131.73,3.6
DR1312,4.973,low fat,0.175165,Breakfast,169.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,503.11,4.4
DR8870,14.234,LF,0.13937,Fruits and Vegetables,140.46,OUT045,2002,,Tier 2,Supermarket Type1,2149.23,4.6
NC8281,16.234,Non-Edible,0.0,Fruits and Vegetables,182.37,OUT013,1987,High,Tier 3,Supermarket Type1,1673.03,3.2
FD7537,8.576,reg,0.064986,Health and Hygiene,158.25,OUT010,1998,Small,Tier 3,Grocery Store,256.48,4.9
DR8786,17.644,LF,0.102912,Health and Hygiene,39.04,OUT046,1997,Small,Tier 1,Supermarket Type1,394.83,4.4
FD6162,16.544,Regular,0.142213,Health and Hygiene,186.09,OUT046,1997,Small,Tier 1,Supermarket Type1,2848.11,4.5
NC7249,14.3,Non-Edible,0.046803,Starchy Foods,122.46,OUT013,1987,High,Tier 3,Supermarket Type1,1314.75,4.0
NC2988,13.857,Non-Edible,0.089873,Hard Drinks,152.7,OUT017,2007,,Tier 2,Supermarket Type1,2344.13,4.9
DR4024,16.862,low fat,0.073906,Soft Drinks,134.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,415.56,4.9
FD2453,15.555,Regular,0.040427,Baking Goods,151.66,OUT049,1999,Medium,Tier 1,Supermarket Type1,816.85,4.0
NC2257,11.636,Non-Edible,0.070632,Household,131.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,2517.24,3.5
NC5713,12.083,Non-Edible,0.082159,Breads,198.76,OUT017,2007,,Tier 2,Supermarket Type1,497.17,4.1
NC6066,15.6,Non-Edible,0.023192,Dairy,265.92,OUT046,1997,Small,Tier 1,Supermarket Type1,962.48,4.7
NC2442,16.557,Non-Edible,0.0,Meat,232.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,3408.88,3.1
NC7646,9.222,Non-Edible,0.075282,Seafood,76.11,OUT046,1997,Small,Tier 1,Supermarket Type1,1068.74,4.0
FD3227,17.159,Regular,0.080417,Breakfast,31.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,48.53,4.5
FD9536,15.998,Low Fat,0.036008,Baking Goods,75.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,64.0,5.0
NC1423,21.151,Non-Edible,0.028969,Meat,109.55,OUT017,2007,,Tier 2,Supermarket Type1,842.93,4.5
NC4884,14.404,Non-Edible,0.0,Canned,112.71,OUT017,2007,,Tier 2,Supermarket Type1,379.64,3.4
FD1712,15.306,low fat,0.100336,Household,230.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,3895.07,4.7
NC4770,6.059,Non-Edible,0.13858,Dairy,254.29,OUT035,2004,Small,Tier 2,Supermarket Type1,3798.62,4.8
NC6757,9.046,Non-Edible,0.053133,Breads,116.51,OUT013,1987,High,Tier 3,Supermarket Type1,439.46,3.2
NC5272,10.119,Non-Edible,0.010596,Hard Drinks,265.72,OUT019,1985,Small,Tier 1,Grocery Store,452.44,4.9
DR8370,5.258,low fat,0.028584,Snack Foods,44.52,OUT045,2002,,Tier 2,Supermarket Type1,397.77,4.1
FD8036,9.819,Low Fat,0.163157,Starchy Foods,82.88,OUT019,1985,Small,Tier 1,Grocery Store,189.47,4.8
DR2417,6.798,reg,0.047441,Dairy,202.07,OUT045,2002,,Tier 2,Supermarket Type1,952.67,3.6
FD3072,19.961,LF,0.052101,Dairy,48.91,OUT049,1999,Medium,Tier 1,Supermarket Type1,424.34,3.9
FD2842,4.941,Regular,0.038504,Breakfast,40.35,OUT019,1985,Small,Tier 1,Grocery Store,35.13,4.3
DR4524,13.832,LF,0.134722,Starchy Foods,263.34,OUT017,2007,,Tier 2,Supermarket Type1,1798.5,3.2
DR4024,16.862,low fat,0.04052,Soft Drinks,134.15,OUT013,1987,High,Tier 3,Supermarket Type1,1720.6,4.8
DR9993,5.093,low fat,0.081827,Starchy Foods,149.29,OUT046,1997,Small,Tier 1,Supermarket Type1,1639.07,5.0
NC1243,10.142,Non-Edible,0.0,Frozen Foods,259.11,OUT046,1997,Small,Tier 1,Supermarket Type1,3869.57,3.3
NC6167,13.035,Non-Edible,0.0,Health and Hygiene,189.22,OUT010,1998,Small,Tier 3,Grocery Store,716.64,4.7
NC7883,14.834,Non-Edible,0.046057,Soft Drinks,133.03,OUT045,2002,,Tier 2,Supermarket Type1,1989.46,4.6
FD5956,18.769,LF,0.026296,Hard Drinks,230.68,OUT046,1997,Small,Tier 1,Supermarket Type1,1996.16,2.2
DR8235,19.53,Low Fat,0.074812,Health and Hygiene,73.56,OUT017,2007,,Tier 2,Supermarket Type1,360.89,4.6
FD2956,,reg,0.070348,Frozen Foods,68.66,OUT046,1997,Small,Tier 1,Supermarket Type1,563.54,3.9
FD9217,14.778,LF,0.04102,Household,175.18,OUT018,2009,Medium,Tier 3,Supermarket Type2,2057.34,2.9
NC6413,20.356,Non-Edible,0.010382,Health and Hygiene,149.83,OUT018,2009,Medium,Tier 3,Supermarket Type2,154.88,3.4
FD9145,7.08,low fat,0.010274,Fruits and Vegetables,252.3,OUT019,1985,Small,Tier 1,Grocery Store,701.44,4.1
NC4077,8.658,Non-Edible,0.051713,Breakfast,202.27,OUT019,1985,Small,Tier 1,Grocery Store,530.52,4.6
FD5471,13.149,reg,0.146708,Frozen Foods,161.69,OUT017,2007,,Tier 2,Supermarket Type1,630.4,4.1
NC8568,20.445,Non-Edible,0.076735,Canned,182.75,OUT027,1985,Medium,Tier 3,Supermarket Type3,349.29,4.2
FD8363,13.21,Low Fat,0.131018,Snack Foods,151.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,1772.87,3.6
FD3992,12.38,LF,0.005836,Breakfast,44.91,OUT045,2002,,Tier 2,Supermarket Type1,201.6,3.7
NC1375,7.602,Non-Edible,0.021608,Baking Goods,225.96,OUT035,2004,Small,Tier 2,Supermarket Type1,1242.91,3.2
DR2417,6.798,reg,0.139146,Dairy,202.07,OUT046,1997,Small,Tier 1,Supermarket Type1,202.41,4.5
FD6179,9.573,low fat,0.106476,Fruits and Vegetables,124.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,1712.19,4.6
NC9360,7.66,Non-Edible,0.025032,Soft Drinks,131.58,OUT013,1987,High,Tier 3,Supermarket Type1,540.53,4.9
NC7585,15.605,Non-Edible,0.020992,Canned,137.59,OUT045,2002,,Tier 2,Supermarket Type1,656.43,4.1
NC2618,16.629,Non-Edible,0.017456,Breakfast,247.84,OUT035,2004,Small,Tier 2,Supermarket Type1,3686.43,4.0
NC5848,16.435,Non-Edible,0.120487,Snack Foods,257.93,OUT018,2009,Medium,Tier 3,Supermarket Type2,1590.48,4.1
FD3072,19.961,LF,0.186205,Dairy,48.91,OUT013,1987,High,Tier 3,Supermarket Type1,355.0,3.7
FD6114,13.109,reg,0.0,Frozen Foods,75.62,OUT017,2007,,Tier 2,Supermarket Type1,1175.92,4.0
DR8776,20.837,LF,0.125179,Frozen Foods,127.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,740.38,4.7
NC3837,11.145,Non-Edible,0.111651,Frozen Foods,49.05,OUT017,2007,,Tier 2,Supermarket Type1,747.43,1.4
FD3152,19.794,low fat,0.011817,Frozen Foods,42.85,OUT045,2002,,Tier 2,Supermarket Type1,622.23,1.2
NC8227,14.174,Non-Edible,0.100982,Baking Goods,94.78,OUT045,2002,,Tier 2,Supermarket Type1,1176.86,4.4
DR3981,5.711,Low Fat,0.03573,Frozen Foods,235.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,3433.07,3.1
FD4726,14.884,Regular,0.171064,Health and Hygiene,111.64,OUT018,2009,Medium,Tier 3,Supermarket Type2,691.57,3.3
NC9225,12.623,Non-Edible,0.176636,Household,181.11,OUT013,1987,High,Tier 3,Supermarket Type1,385.94,4.2
